ID	Chromosome	Start	Stop	Symbol	Biotype
ENSMUSG00000100456	Y	57457146	57459489	Gm21868	transcribed_unprocessed_pseudogene
ENSMUSG00000047940	3	139205694	139710299	Stpg2	protein_coding
ENSMUSG00000034480	X	129749742	130465834	Diaph2	protein_coding
ENSMUSG00000001864	2	31950139	31973442	Aif1l	protein_coding
ENSMUSG00000092593	10	127288514	127289681	Gm20492	processed_transcript
ENSMUSG00000021219	12	82588292	83162056	Rgs6	protein_coding
ENSMUSG00000046203	3	92373915	92375229	Sprr2g	polymorphic_pseudogene
ENSMUSG00000058159	17	8372396	8422728	T2	processed_transcript
ENSMUSG00000025409	10	127281956	127289018	Mbd6	protein_coding
ENSMUSG00000064294	1	58113130	58200698	Aox3	protein_coding
ENSMUSG00000087466	9	86695460	86701253	A330041J22Rik	antisense
ENSMUSG00000011034	5	33104219	33162870	Slc5a1	protein_coding
ENSMUSG00000085851	12	57585975	57618602	4921518K17Rik	antisense
ENSMUSG00000102259	9	86684050	86685208	Gm38230	TEC
ENSMUSG00000098083	3	14511084	14512095	Gm8957	processed_pseudogene
ENSMUSG00000046782	12	57564113	57737928	Ttc6	protein_coding
ENSMUSG00000108863	7	107840511	107840733	Gm5002	unprocessed_pseudogene
ENSMUSG00000109648	8	29108837	29112776	Svet1	TEC
ENSMUSG00000045790	5	52374651	52471521	Ccdc149	protein_coding
ENSMUSG00000110263	8	29088073	29091903	Gm45652	TEC
ENSMUSG00000037710	10	71330480	71344954	Cisd1	protein_coding
ENSMUSG00000022952	16	92601466	92826149	Runx1	protein_coding
ENSMUSG00000031156	X	7884028	7894492	Slc35a2	protein_coding
ENSMUSG00000020335	11	50921823	50931633	Zfp354b	protein_coding
ENSMUSG00000063626	8	28646717	29219636	Unc5d	protein_coding
ENSMUSG00000073468	17	8311102	8396852	Sft2d1	protein_coding
ENSMUSG00000109542	7	107844786	107845731	Olfr470	protein_coding
ENSMUSG00000050625	1	181509633	181511451	Ccdc121	protein_coding
ENSMUSG00000083492	X	11601354	11601569	Gm14515	processed_pseudogene
ENSMUSG00000030243	6	142350342	142387087	Recql	protein_coding
ENSMUSG00000102429	Y	21346236	21349473	Gm37462	lincRNA
ENSMUSG00000106380	5	52441159	52443252	Gm43683	antisense
ENSMUSG00000109788	7	107861064	107861999	Olfr471	unprocessed_pseudogene
ENSMUSG00000033361	X	71962624	71972722	Prrg3	protein_coding
ENSMUSG00000102849	Y	21389972	21390286	Gm37658	unprocessed_pseudogene
ENSMUSG00000035834	13	81673843	81711013	Polr3g	protein_coding
ENSMUSG00000066245	7	107863039	107863500	Gm10156	processed_pseudogene
ENSMUSG00000028973	5	24393663	24410054	Abcb8	protein_coding
ENSMUSG00000102513	Y	21426544	21427239	Gm32347	unprocessed_pseudogene
ENSMUSG00000076498	6	41546730	41548352	Trbc2	TR_C_gene
ENSMUSG00000059495	9	42963842	43107239	Arhgef12	protein_coding
ENSMUSG00000102966	Y	21487904	21512364	Gm31123	unprocessed_pseudogene
ENSMUSG00000081022	5	33126802	33127261	Gm15936	processed_pseudogene
ENSMUSG00000038696	2	34406771	34624950	Mapkap1	protein_coding
ENSMUSG00000082100	11	19720355	19721472	Glns-ps1	processed_pseudogene
ENSMUSG00000081618	5	33140949	33142422	5033423K11Rik	transcribed_processed_pseudogene
ENSMUSG00000073893	7	107897902	107907762	Olfr472	protein_coding
ENSMUSG00000030107	6	121245906	121270917	Usp18	protein_coding
ENSMUSG00000110264	8	47135651	47163704	E330018M18Rik	lincRNA
ENSMUSG00000001999	2	127070665	127097084	Blvra	protein_coding
ENSMUSG00000037262	2	10080593	10092806	Kin	protein_coding
ENSMUSG00000031532	8	34154575	34170821	Saraf	protein_coding
ENSMUSG00000095887	X	28931821	28954702	Gm10096	protein_coding
ENSMUSG00000022761	16	17508688	17526333	Lztr1	protein_coding
ENSMUSG00000102254	1	161821865	161823068	Gm7496	processed_pseudogene
ENSMUSG00000040297	1	161816114	161876682	Suco	protein_coding
ENSMUSG00000020919	11	100780731	100850724	Stat5b	protein_coding
ENSMUSG00000085439	2	72097603	72148796	Rapgef4os1	antisense
ENSMUSG00000106087	3	121762193	121764904	Gm43609	TEC
ENSMUSG00000060475	17	12966796	12992546	Wtap	protein_coding
ENSMUSG00000072188	5	14974113	14978935	Gm10354	protein_coding
ENSMUSG00000105597	3	121787500	121788572	4633401B06Rik	TEC
ENSMUSG00000110845	9	32044385	32044858	RP23-396N20.1	processed_pseudogene
ENSMUSG00000022884	16	23107444	23114136	Eif4a2	protein_coding
ENSMUSG00000076499	6	41557691	41558452	Trbv31	TR_V_gene
ENSMUSG00000082704	4	55116563	55116923	Gm12515	processed_pseudogene
ENSMUSG00000028127	3	121758774	121815302	Abcd3	protein_coding
ENSMUSG00000041143	4	138972888	139059171	Tmco4	protein_coding
ENSMUSG00000099674	Y	48185737	48188014	Gm29166	lincRNA
ENSMUSG00000107736	6	121255203	121272685	Gm44148	lincRNA
ENSMUSG00000091897	5	15028950	15032998	Gm17019	protein_coding
ENSMUSG00000083601	11	19749419	19750066	Gm12028	processed_pseudogene
ENSMUSG00000102959	18	80302160	80303680	Gm37015	TEC
ENSMUSG00000102260	18	80362781	80365826	D330025C20Rik	TEC
ENSMUSG00000081820	11	19783652	19784483	Gm12029	processed_pseudogene
ENSMUSG00000059852	18	80294546	80364254	Kcng2	protein_coding
ENSMUSG00000101069	Y	48220016	48220543	Gm28194	lincRNA
ENSMUSG00000097139	16	92612824	92620032	Gm26626	antisense
ENSMUSG00000047583	3	154576431	154597104	Tyw3	protein_coding
ENSMUSG00000015759	14	46775582	46788411	Cnih1	protein_coding
ENSMUSG00000030966	7	102557921	102565486	Trim21	protein_coding
ENSMUSG00000087462	X	29012994	29046381	Gm2200	lincRNA
ENSMUSG00000109858	X	95558104	95558803	Gm14818	protein_coding
ENSMUSG00000097593	18	80323335	80326605	Gm26676	antisense
ENSMUSG00000106324	3	97125511	97126113	Gm43222	processed_pseudogene
ENSMUSG00000079174	5	137154029	137166070	Gm3054	lincRNA
ENSMUSG00000101956	Y	7809403	7810101	Gm28574	unprocessed_pseudogene
ENSMUSG00000047003	15	75616679	75625300	Zfp41	protein_coding
ENSMUSG00000057203	17	21228826	21229815	Vmn1r234	protein_coding
ENSMUSG00000106466	5	137166450	137172662	Gm42562	lincRNA
ENSMUSG00000058883	13	67069398	67081545	Zfp708	protein_coding
ENSMUSG00000100299	Y	35834412	35835107	Gm28584	unprocessed_pseudogene
ENSMUSG00000106190	5	137186830	137189167	Gm20768	processed_pseudogene
ENSMUSG00000035150	X	94188707	94212862	Eif2s3x	protein_coding
ENSMUSG00000090465	14	4792713	4793196	Gm3091	processed_pseudogene
ENSMUSG00000093648	17	21244841	21245295	Vmn1r-ps148	unprocessed_pseudogene
ENSMUSG00000101127	Y	35863133	35864155	Gm28585	lincRNA
ENSMUSG00000020585	12	8921664	8938742	Laptm4a	protein_coding
ENSMUSG00000002565	12	40059769	40134228	Scin	protein_coding
ENSMUSG00000034422	16	35832874	35871544	Parp14	protein_coding
ENSMUSG00000050102	17	21260427	21262863	Vmn1r235	protein_coding
ENSMUSG00000074824	13	67096613	67116263	Rslcan18	protein_coding
ENSMUSG00000086791	11	43259791	43311088	Gm12147	antisense
ENSMUSG00000030401	7	19282624	19296160	Rtn2	protein_coding
ENSMUSG00000042189	11	63061654	63094964	Tekt3	protein_coding
ENSMUSG00000055415	11	43149877	43262285	Atp10b	protein_coding
ENSMUSG00000102753	3	73041975	73043839	Gm37056	TEC
ENSMUSG00000094840	5	137208813	137212389	Muc3a	protein_coding
ENSMUSG00000100235	13	67069399	67108604	Gm28557	protein_coding
ENSMUSG00000096141	1	53397006	53706784	Dnah7a	protein_coding
ENSMUSG00000048304	3	73047265	73057803	Slitrk3	protein_coding
ENSMUSG00000031429	X	140948429	140956728	Psmd10	protein_coding
ENSMUSG00000083233	2	34436327	34436582	Gm13406	processed_pseudogene
ENSMUSG00000081992	2	34564999	34565796	Gm13408	processed_pseudogene
ENSMUSG00000053216	13	23477676	23488857	Btn2a2	protein_coding
ENSMUSG00000083503	2	34412988	34413347	Gm13407	processed_pseudogene
ENSMUSG00000037503	1	34813219	34843065	Fam168b	protein_coding
ENSMUSG00000045438	5	139336189	139351418	Cox19	protein_coding
ENSMUSG00000096154	4	143551709	143558234	Gm13057	protein_coding
ENSMUSG00000109874	8	29084685	29087486	Gm9911	TEC
ENSMUSG00000111133	9	42964872	42966080	RP23-354J5.3	processed_pseudogene
ENSMUSG00000079034	12	87514316	87518266	Gm8300	protein_coding
ENSMUSG00000085090	11	34880339	34882531	Gm12711	lincRNA
ENSMUSG00000099357	7	31255891	31256277	Scgb1b1-ps	unprocessed_pseudogene
ENSMUSG00000070616	4	143535954	143542471	Gm13040	protein_coding
ENSMUSG00000086170	11	43229563	43232264	Gm12144	antisense
ENSMUSG00000080744	4	103103527	103103742	Gm12710	processed_pseudogene
ENSMUSG00000023987	17	47726842	47734482	Pgc	protein_coding
ENSMUSG00000102362	3	73351206	73481651	4930509J09Rik	lincRNA
ENSMUSG00000085533	11	43197424	43259784	Gm12146	antisense
ENSMUSG00000034867	7	35586244	35639226	Ankrd27	protein_coding
ENSMUSG00000028199	3	154596711	154623182	Cryz	protein_coding
ENSMUSG00000101554	7	31263757	31265768	Scgb2b1	unprocessed_pseudogene
ENSMUSG00000100605	8	34216859	34226145	Gm29243	lincRNA
ENSMUSG00000104518	1	13059401	13059951	Gm37162	TEC
ENSMUSG00000102916	3	73164086	73166210	Gm37725	TEC
ENSMUSG00000034906	2	127103809	127133954	Ncaph	protein_coding
ENSMUSG00000102820	3	73329434	73470014	Gm38353	lincRNA
ENSMUSG00000027984	3	131233419	131272101	Hadh	protein_coding
ENSMUSG00000070618	4	143551700	143573798	BC080695	protein_coding
ENSMUSG00000035126	4	103038065	103114555	Wdr78	protein_coding
ENSMUSG00000000567	11	112782224	112787760	Sox9	protein_coding
ENSMUSG00000103428	3	73066316	73594830	Gm20754	lincRNA
ENSMUSG00000046259	3	92385685	92387324	Sprr2h	protein_coding
ENSMUSG00000095202	8	34307285	34307687	Gm6100	processed_pseudogene
ENSMUSG00000098046	8	34321853	34322824	Gm8254	processed_pseudogene
ENSMUSG00000108040	6	80827138	80829806	Gm43900	TEC
ENSMUSG00000107691	6	81420806	81421258	Gm43901	processed_pseudogene
ENSMUSG00000056797	8	34327910	34328353	Gm4889	processed_pseudogene
ENSMUSG00000042157	3	92407991	92409271	Sprr2i	protein_coding
ENSMUSG00000110840	9	32078281	32078765	RP23-65J2.1	processed_pseudogene
ENSMUSG00000109964	8	34344696	34362842	Gm45350	lincRNA
ENSMUSG00000080811	X	11684002	11684124	Gm14513	processed_pseudogene
ENSMUSG00000045573	4	4133531	4138819	Penk	protein_coding
ENSMUSG00000037851	13	49682100	49734267	Iars	protein_coding
ENSMUSG00000110178	8	34380544	34385828	Gm45348	lincRNA
ENSMUSG00000085502	11	70748705	70755151	Gm12320	lincRNA
ENSMUSG00000023328	5	137287519	137294466	Ache	protein_coding
ENSMUSG00000061242	17	45465788	45466270	Gm9104	processed_pseudogene
ENSMUSG00000110369	8	34419237	34472995	Gm45349	lincRNA
ENSMUSG00000096122	Y	57531412	57533744	Gm21943	protein_coding
ENSMUSG00000085996	4	4138321	4188703	A830012C17Rik	processed_transcript
ENSMUSG00000107419	6	81675946	81715232	Gm43902	lincRNA
ENSMUSG00000104909	3	151887303	151895101	Gm43617	lincRNA
ENSMUSG00000090369	19	42052248	42053627	4933411K16Rik	protein_coding
ENSMUSG00000109503	8	10685351	10687390	Gm44786	lincRNA
ENSMUSG00000072905	12	87874072	87877859	Gm2016	protein_coding
ENSMUSG00000082146	X	11867265	11867705	Rpl23a-ps13	processed_pseudogene
ENSMUSG00000025176	19	42045610	42070953	Hoga1	protein_coding
ENSMUSG00000085155	4	4528204	4528719	Gm11780	processed_pseudogene
ENSMUSG00000104770	3	151959185	151959662	Gm2939	processed_pseudogene
ENSMUSG00000093449	17	21269288	21269470	Vmn1r-ps149	unprocessed_pseudogene
ENSMUSG00000083439	X	11913091	11913289	Gm14491	processed_pseudogene
ENSMUSG00000021565	13	73679745	73704865	Slc6a19	protein_coding
ENSMUSG00000086961	4	126145979	126147735	Gm12946	antisense
ENSMUSG00000092019	12	87618869	87622955	Gm4027	protein_coding
ENSMUSG00000081504	4	55254740	55255219	Gm12508	processed_pseudogene
ENSMUSG00000091494	14	4838106	4846867	Gm3269	protein_coding
ENSMUSG00000029541	5	139352617	139357033	Cyp2w1	protein_coding
ENSMUSG00000081177	4	55163008	55163616	Gm12509	processed_pseudogene
ENSMUSG00000062556	7	31290519	31291821	Scgb1b2	protein_coding
ENSMUSG00000046016	13	21571813	21581759	Olfr1364	protein_coding
ENSMUSG00000033967	7	12927416	12931072	Rnf225	protein_coding
ENSMUSG00000087614	4	55131208	55279479	Gm12514	lincRNA
ENSMUSG00000101943	Y	57559217	57563464	Gm28532	lincRNA
ENSMUSG00000036463	6	65952609	65954014	4930544G11Rik	protein_coding
ENSMUSG00000097581	12	87792580	87796877	Gm21936	protein_coding
ENSMUSG00000071217	12	87895370	87895804	Gm2022	processed_pseudogene
ENSMUSG00000081947	X	11984468	11984697	Gm14512	processed_pseudogene
ENSMUSG00000056411	3	108085584	108088011	Gm12500	antisense
ENSMUSG00000054115	15	9111985	9155425	Skp2	protein_coding
ENSMUSG00000096650	Y	35895328	35921526	Gm20896	protein_coding
ENSMUSG00000095212	7	107930446	107935661	Olfr473	protein_coding
ENSMUSG00000079031	12	87816577	87820676	BB287469	protein_coding
ENSMUSG00000036521	7	31290508	31304977	Scgb2b2	protein_coding
ENSMUSG00000082983	11	70762107	70762379	Gm12318	processed_pseudogene
ENSMUSG00000108202	6	81840674	81841364	Gm4874	processed_pseudogene
ENSMUSG00000100724	Y	57598047	57600691	Gm28533	transcribed_unprocessed_pseudogene
ENSMUSG00000105843	3	88030878	88033150	Gm42644	TEC
ENSMUSG00000107817	6	81864244	81875864	Gm38840	unprocessed_pseudogene
ENSMUSG00000050212	4	126147744	126149875	Eva1b	protein_coding
ENSMUSG00000111217	9	15823147	15823236	RP23-377C12.4	processed_pseudogene
ENSMUSG00000027889	3	108074062	108086651	Ampd2	protein_coding
ENSMUSG00000095724	12	87772425	87775755	Gm21319	protein_coding
ENSMUSG00000024120	17	84705247	84790789	Lrpprc	protein_coding
ENSMUSG00000029869	6	41605482	41620509	Ephb6	protein_coding
ENSMUSG00000108892	7	107951346	107952356	Gm9449	processed_pseudogene
ENSMUSG00000043602	11	70764209	70772928	Zfp3	protein_coding
ENSMUSG00000100277	16	93343281	93359543	1810053B23Rik	processed_transcript
ENSMUSG00000069620	1	13062025	13062345	Gm5250	processed_pseudogene
ENSMUSG00000054142	17	21286533	21287653	Vmn1r236	protein_coding
ENSMUSG00000094197	7	107954643	107955575	Olfr474	protein_coding
ENSMUSG00000017314	11	102057015	102088515	Mpp2	protein_coding
ENSMUSG00000039221	3	28805436	28807424	Rpl22l1	protein_coding
ENSMUSG00000081542	4	55282064	55282280	Gm12512	processed_pseudogene
ENSMUSG00000083556	X	95629832	95630366	Gm9043	unprocessed_pseudogene
ENSMUSG00000106505	3	139777153	139780759	Gm32693	lincRNA
ENSMUSG00000092463	X	101261405	101269023	Gm20489	protein_coding
ENSMUSG00000058030	17	21313963	21314912	Vmn1r237	protein_coding
ENSMUSG00000035745	10	79970715	79977190	Grin3b	protein_coding
ENSMUSG00000090141	X	101261376	101263992	Gm614	protein_coding
ENSMUSG00000044502	11	31665181	31671885	Bod1	protein_coding
ENSMUSG00000095301	7	107964803	107969514	Olfr476	protein_coding
ENSMUSG00000082529	11	79451941	79452447	Gm11199	processed_pseudogene
ENSMUSG00000024925	19	5601873	5603439	Rnaseh2c	protein_coding
ENSMUSG00000106004	5	15464171	15478876	Gm43391	antisense
ENSMUSG00000057691	6	48062395	48086593	Zfp746	protein_coding
ENSMUSG00000027925	3	92418082	92419396	Sprr2j-ps	protein_coding
ENSMUSG00000082304	11	79371257	79372230	Gm11198	processed_pseudogene
ENSMUSG00000079693	17	21323031	21323766	Vmn1r-ps150	unprocessed_pseudogene
ENSMUSG00000038482	8	13338751	13378448	Tfdp1	protein_coding
ENSMUSG00000078771	11	79526560	79530609	Evi2a	protein_coding
ENSMUSG00000105736	5	137274093	137288662	Gm42456	lincRNA
ENSMUSG00000099762	5	15471703	15476523	Gm21149	protein_coding
ENSMUSG00000097115	7	12948592	12961768	1810019N24Rik	lincRNA
ENSMUSG00000046207	11	68503019	68552698	Pik3r6	protein_coding
ENSMUSG00000028426	4	55350043	55392237	Rad23b	protein_coding
ENSMUSG00000102084	7	12959299	12961887	Gm29638	lincRNA
ENSMUSG00000099498	1	13068838	13078662	Gm29283	lincRNA
ENSMUSG00000108293	7	13361111	13386695	Pla2g4c-ps	unprocessed_pseudogene
ENSMUSG00000031304	X	101264378	101268255	Il2rg	protein_coding
ENSMUSG00000045215	18	22344883	22530227	Asxl3	protein_coding
ENSMUSG00000109929	7	13364707	13365076	Gm45268	processed_pseudogene
ENSMUSG00000108194	6	81893818	81895339	1700097M23Rik	TEC
ENSMUSG00000049612	11	79500982	79504084	Omg	protein_coding
ENSMUSG00000105880	3	139812111	139812764	Gm43678	lincRNA
ENSMUSG00000037509	1	34678188	34813309	Arhgef4	protein_coding
ENSMUSG00000104444	3	28807205	28813985	Gm33051	antisense
ENSMUSG00000074825	2	127138772	127143442	Itpripl1	protein_coding
ENSMUSG00000003119	11	98203059	98278504	Cdk12	protein_coding
ENSMUSG00000105180	3	140116655	140118035	Gm4863	processed_pseudogene
ENSMUSG00000101669	Y	28377377	28378071	Gm28937	unprocessed_pseudogene
ENSMUSG00000070354	11	79513385	79530589	Gm21975	protein_coding
ENSMUSG00000013858	10	79974948	79984330	Tmem259	protein_coding
ENSMUSG00000109432	8	10687948	10691706	Gm44785	lincRNA
ENSMUSG00000098215	8	76293972	76294979	Gm7069	processed_pseudogene
ENSMUSG00000100808	1	24910461	24911659	Gm28594	processed_pseudogene
ENSMUSG00000110655	8	76289516	76296013	RP24-435G18.2	lincRNA
ENSMUSG00000029426	5	92441314	92506833	Scarb2	protein_coding
ENSMUSG00000110595	8	76395132	76395724	RP24-473C10.1	processed_pseudogene
ENSMUSG00000099862	Y	28414211	28414825	Gm28936	unprocessed_pseudogene
ENSMUSG00000110553	8	76116595	76117027	RP23-183P1.1	processed_pseudogene
ENSMUSG00000063838	7	4151260	4164860	1700027J19Rik	protein_coding
ENSMUSG00000110603	8	76010026	76011139	RP23-183P1.2	lincRNA
ENSMUSG00000110485	8	75992509	76415040	RP24-325F22.1	lincRNA
ENSMUSG00000100483	1	24963209	24965158	Gm28237	lincRNA
ENSMUSG00000109067	8	10723486	10725161	Gm44784	lincRNA
ENSMUSG00000100450	1	25011941	25012756	Gm9443	processed_pseudogene
ENSMUSG00000075023	2	93855361	93869157	Accsl	protein_coding
ENSMUSG00000108650	7	116281511	116282885	Gm44867	sense_intronic
ENSMUSG00000086596	9	114057140	114098728	Susd5	protein_coding
ENSMUSG00000020716	11	79339693	79581612	Nf1	protein_coding
ENSMUSG00000021566	13	73699826	73709850	Slc6a19os	antisense
ENSMUSG00000031510	8	11713264	11722620	1700128E19Rik	lincRNA
ENSMUSG00000107649	6	65981866	65983441	Gm44404	processed_pseudogene
ENSMUSG00000053647	5	139423151	139427800	Gper1	protein_coding
ENSMUSG00000110313	8	11714815	11715239	Gm45420	processed_pseudogene
ENSMUSG00000057135	11	70790932	70812586	Scimp	protein_coding
ENSMUSG00000005649	7	13398132	13408887	Cabp5	protein_coding
ENSMUSG00000029149	5	31251691	31253202	Krtcap3	protein_coding
ENSMUSG00000108100	6	65995637	65996330	Gm5876	processed_pseudogene
ENSMUSG00000044145	2	127186355	127208280	1810024B03Rik	protein_coding
ENSMUSG00000062743	17	21383748	21399265	Zfp677	protein_coding
ENSMUSG00000094132	14	4855576	4875851	Gm3264	protein_coding
ENSMUSG00000024680	19	11615523	11623719	Ms4a2	protein_coding
ENSMUSG00000053553	5	139359739	139460527	3110082I17Rik	protein_coding
ENSMUSG00000092232	14	54883441	54898137	Gm20521	protein_coding
ENSMUSG00000045659	7	116123485	116308376	Plekha7	protein_coding
ENSMUSG00000085290	3	63843116	63844069	Gm16129	processed_pseudogene
ENSMUSG00000024298	17	32771236	32788287	Zfp871	protein_coding
ENSMUSG00000095196	14	4922785	4923979	Gm8305	processed_pseudogene
ENSMUSG00000066324	4	4762484	4793355	Impad1	protein_coding
ENSMUSG00000047369	1	181576559	181815774	Dnah14	protein_coding
ENSMUSG00000111734	9	114118088	114192640	RP23-63L7.3	lincRNA
ENSMUSG00000097278	14	4867977	4930414	Gm26650	processed_transcript
ENSMUSG00000022194	14	54892500	54898169	Pabpn1	protein_coding
ENSMUSG00000111471	9	65054882	65094355	RP24-296C19.4	antisense
ENSMUSG00000096071	7	22189377	22190300	Vmn1r143	protein_coding
ENSMUSG00000079057	8	45304944	45333216	Cyp4v3	protein_coding
ENSMUSG00000085016	13	23527011	23530943	Gm11335	processed_transcript
ENSMUSG00000104425	Y	21572631	21575870	Gm38370	lincRNA
ENSMUSG00000073600	18	35650351	35655238	Prob1	protein_coding
ENSMUSG00000091185	14	4892416	4902431	Gm3278	protein_coding
ENSMUSG00000026421	1	135720061	135752232	Csrp1	protein_coding
ENSMUSG00000062014	14	46808149	46822242	Gmfb	protein_coding
ENSMUSG00000082939	X	106755736	106756141	Gm14881	processed_pseudogene
ENSMUSG00000104725	3	151972802	151973508	Gm2860	processed_pseudogene
ENSMUSG00000102058	Y	35980962	35984200	Gm28470	lincRNA
ENSMUSG00000083934	4	35401058	35401491	Gm12368	processed_pseudogene
ENSMUSG00000110558	8	72417409	72421472	RP23-39F24.3	TEC
ENSMUSG00000032393	9	65032414	65082651	Dpp8	protein_coding
ENSMUSG00000044197	5	139377697	139396415	Gpr146	protein_coding
ENSMUSG00000104241	3	51402844	51403162	Gm9442	processed_pseudogene
ENSMUSG00000099388	Y	57643572	57646813	Gm28966	lincRNA
ENSMUSG00000009569	16	13256481	13417529	Mkl2	protein_coding
ENSMUSG00000104659	3	151988454	151992332	Gm43619	lincRNA
ENSMUSG00000109580	8	34507207	34507664	Gm8268	processed_pseudogene
ENSMUSG00000006276	8	72340999	72421460	Eps15l1	protein_coding
ENSMUSG00000083851	4	35436214	35436781	Gm12365	processed_pseudogene
ENSMUSG00000082782	7	4176363	4177235	Gm5319	processed_pseudogene
ENSMUSG00000064299	9	114237697	114317028	4921528I07Rik	processed_transcript
ENSMUSG00000105035	3	152071246	152071801	Gm9682	processed_pseudogene
ENSMUSG00000022817	16	33829665	33949153	Itgb5	protein_coding
ENSMUSG00000097963	16	60628608	60629543	Gm27001	processed_pseudogene
ENSMUSG00000058900	13	67173207	67183126	Rsl1	protein_coding
ENSMUSG00000035431	12	58211772	58214444	Sstr1	protein_coding
ENSMUSG00000107695	6	66254743	66258205	Gm44289	processed_pseudogene
ENSMUSG00000045996	15	36174010	36177010	Polr2k	protein_coding
ENSMUSG00000073607	18	34207775	34221772	Gm10548	transcribed_processed_pseudogene
ENSMUSG00000094230	5	15516489	15656679	Gm21847	antisense
ENSMUSG00000037152	3	51404677	51408988	Ndufc1	protein_coding
ENSMUSG00000108641	7	4177367	4177520	Gm44807	processed_pseudogene
ENSMUSG00000083309	7	4207832	4208668	Gm15926	unprocessed_pseudogene
ENSMUSG00000070933	5	15619064	15623864	Speer4d	protein_coding
ENSMUSG00000110015	8	34523318	34526628	Gm45347	lincRNA
ENSMUSG00000030352	6	127961396	128143594	Tspan9	protein_coding
ENSMUSG00000005871	18	34220924	34322189	Apc	protein_coding
ENSMUSG00000045333	8	87661810	87959595	Zfp423	protein_coding
ENSMUSG00000044092	5	139405280	139415623	C130050O18Rik	protein_coding
ENSMUSG00000024409	17	35533201	35534647	Psors1c2	protein_coding
ENSMUSG00000101399	Y	57705697	57731932	Gm28961	protein_coding
ENSMUSG00000030980	7	118842222	118856254	Knop1	protein_coding
ENSMUSG00000031640	8	45269671	45308466	Klkb1	protein_coding
ENSMUSG00000109880	8	34608305	34619429	Gm34096	lincRNA
ENSMUSG00000109819	8	34589420	34640316	B930018H19Rik	lincRNA
ENSMUSG00000069720	5	15652286	15657059	4930572O03Rik	protein_coding
ENSMUSG00000107653	6	66264155	66284845	Gm31520	transcribed_processed_pseudogene
ENSMUSG00000109764	8	45266689	45294859	Klkb1	protein_coding
ENSMUSG00000082950	X	51212511	51212947	Gm7834	processed_pseudogene
ENSMUSG00000004880	1	181815335	181843046	Lbr	protein_coding
ENSMUSG00000053841	4	129626078	129641065	Txlna	protein_coding
ENSMUSG00000026854	2	30982279	31023586	Usp20	protein_coding
ENSMUSG00000090882	16	61058761	61058999	Gm17065	processed_pseudogene
ENSMUSG00000105300	5	15538002	15605066	Gm30613	antisense
ENSMUSG00000060981	13	23531050	23531522	Hist1h4h	protein_coding
ENSMUSG00000106445	5	15524456	15529222	Gm21190	protein_coding
ENSMUSG00000051037	13	67194506	67209298	Zfp455	protein_coding
ENSMUSG00000096878	5	15577333	15582078	Gm21083	protein_coding
ENSMUSG00000023235	8	4325210	4360020	Ccl25	protein_coding
ENSMUSG00000050901	9	15824528	15874556	Mtnr1b	protein_coding
ENSMUSG00000086204	1	67249200	67323609	Gm15668	lincRNA
ENSMUSG00000051502	5	137294629	137295665	Ufsp1	protein_coding
ENSMUSG00000073598	18	35703225	35730869	1700066B19Rik	protein_coding
ENSMUSG00000082473	1	67585053	67587036	Kif22-ps	processed_pseudogene
ENSMUSG00000100890	12	82932520	82939155	1700085C21Rik	antisense
ENSMUSG00000038332	10	41809935	41908424	Sesn1	protein_coding
ENSMUSG00000102249	12	82959847	82961157	4930423C22Rik	TEC
ENSMUSG00000101351	Y	7822919	7823298	Gm28573	processed_pseudogene
ENSMUSG00000018217	11	63128982	63159547	Pmp22	protein_coding
ENSMUSG00000104380	12	83121315	83122116	4933436F18Rik	TEC
ENSMUSG00000097266	7	19298260	19300770	Gm26802	lincRNA
ENSMUSG00000075437	11	112792731	112799008	Gm11681	lincRNA
ENSMUSG00000031860	8	69832491	69872292	Pbx4	protein_coding
ENSMUSG00000100412	Y	7846294	7846611	Gm28572	unprocessed_pseudogene
ENSMUSG00000099392	1	25026581	25027232	Gm29414	lincRNA
ENSMUSG00000073599	18	35713086	35722356	Ecscr	protein_coding
ENSMUSG00000045671	11	19924375	20024026	Spred2	protein_coding
ENSMUSG00000102026	Y	7848018	7851362	Gm28571	lincRNA
ENSMUSG00000048329	11	68556186	68558245	Mfsd6l	protein_coding
ENSMUSG00000020624	11	112825154	112832469	4933434M16Rik	lincRNA
ENSMUSG00000032562	9	107614125	107635367	Gnai2	protein_coding
ENSMUSG00000049904	11	22512088	22519234	Tmem17	protein_coding
ENSMUSG00000100650	7	40373302	40469240	Gm28807	lincRNA
ENSMUSG00000035062	X	95639193	95658509	Zc4h2	protein_coding
ENSMUSG00000099800	Y	7884460	7887694	Gm28570	lincRNA
ENSMUSG00000104002	1	34809360	34811908	Gm38336	antisense
ENSMUSG00000003660	2	127208386	127240451	Snrnp200	protein_coding
ENSMUSG00000102537	1	34752775	34752922	Gm37224	processed_pseudogene
ENSMUSG00000109756	7	102568476	102569735	Gm5339	processed_pseudogene
ENSMUSG00000102612	1	34753123	34753477	Gm37845	processed_pseudogene
ENSMUSG00000104358	1	34823525	34826560	Gm37127	TEC
ENSMUSG00000098074	19	14017583	14018371	Gm26993	processed_pseudogene
ENSMUSG00000072983	11	50940711	50943765	4933414I15Rik	protein_coding
ENSMUSG00000073975	7	102571442	102583011	Olfr550	protein_coding
ENSMUSG00000040552	6	122847138	122856161	C3ar1	protein_coding
